,company_name,job_title,job_description,required_skills,job_meta
71,Fidelity Investments,Data Scientist,"Manage and guide data science and data engineering elements of AI projectsSet a strategic direction for data identification, collection and qualification activitiesLead data analysis for multiple projects with diverse scope and complex business and technical challenges across several business units and functionsDevelop best practices for data science, considering the full analytical lifecycleDevelop guidelines for the evaluation of new analytical tools and platformsThe candidate should possess extensive knowledge of and experience in applying statistics, data mining, machine learning and deep learning techniques in a professional contextCandidate should be expert in handling various data types and structures: structured, unstructured, voice, image and video data, static versus streaming data. Extensive prior experience in integrating data, profiling, validating and cleansing data in Big Data platforms is a must.Should have extensive experience with relational, NO-SQL and Graph databases.High level of proficiency in statistical tools, programming environments like Python, Big Data platforms like Spark and cloud platforms like AWS is a must.Must possess good programming languages skill in Python/Java/C/C++Exposure to Deep Learning applications and tools like TensorFlow, Theano, Torch, Caffe is preferred.Have the ability to discover new opportunities where analytical techniques can be leveraged for solving business problems.Relevant experience with organizations known for cutting edge/ best-in-class applications of Advanced Analytics, Predictive Modeling, NLP/NLU, Computer Vision and Artificial Intelligence.Master’s Degree / PhD in a quantitative field (e.g., Computer Science, Economics, Engineering, Statistics, Mathematics, Finance, Operations Research)Hands-on experience in building machine learning solution using NLP/NLU applications, computer vision intelligence and developing RPA applicationsExposure to Graph Databases like GraphX, Neo4j and semantic web applications will be preferred.Candidate will be expected to communicate analytical results and developed solutions in a way that is meaningful for business stakeholders and provides actionable insights.Relevant Data Science/AI ExperiencePost Graduate/PhD.","['algorithm development', 'sql', 'statistics', 'programming', 'python', 'statistical analysis', 'scikit-learn', 'pandas', 'numpy', 'probability', 'matplotlib', 'mathematics', 'git', 'plotly', 'machine learning', 'domain knowledge']","Pune, Maharashtra, India ·   2 weeks ago2 weeks ago ·   Over 100 applicants"
72,SLB,Data Scientist,"Data ScientistSLB Pune, Maharashtra, India (Hybrid)About usWe are a global technology company, driving energy innovation for a balanced planet. Together, we create amazing technology that unlocks access to energy for the benefit of all.Our inclusive culture is the key to our success. We collaborate with our internal community of colleagues, alumni, and our valued external partners to support each other and achieve our goals. We aim to raise the bar high. We look for people who are committed to innovation and success and act with integrity to become and be a part of one of the most diverse group of experts in our industry, anywhere around the globe.Global in outlook, local in practice – and with a united, shared passion for discovering solutions, we hire talented, driven people and support them to succeed, personally and professionally.About SLB Technical Services India (STS-I):SLB is committed to moving farther and faster in facilitating the world's energy needs today and forging the road ahead for the energy transition. STSI’s determination to transformation is the start of a journey towards a culture of continuous performance improvement. Over the years STSI has also developed key expertise and support roles in higher scale work both in business vertical (within a PG) and horizontal (across PGs). To position itself as a critical support center for EMS capable of strong value addition while also being recognized as having their own excellence in key services, STSI has identified the need to attain a recognition as a Center of Excellence (CoE).For more details you may visit our Company’s Official site: www.slb.comJob Description:· The core responsibility of a TLM Data Scientist is to develop machine learning solutions for determining the health state of machinery equipment to improve their operational reliability and efficiency.· The candidate will collaborate closely with engineer SMEs to understand equipment physics and develop sustainable, industrial-grade AI/analytics solutions.· The role involves analyzing large scale time-series data from sensor measurements combined with other operational data in cloud as well as in local system.· There will be a strong emphasis on applying engineering domain knowledge in developing algorithms and extracting features out of raw data to build diagnostic and prognostic models.Skills Required:Coding Skills:· Extensive experience in Python programming and data science developing machine learning solutions (not in app development like Flask, Pyramid or Django).· Proficient in using Python libraries like Pandas, Numpy, Scikit-learn, Matplotlib, Bokeh, Plotly etc.· Experience with Git basics· Basic SQL queriesFundamental Technical Skills:1. Understanding of elementary physics and mathematics (e.g. acceleration, force, vector arithmetic)2. Understanding of fundamental probability and statistics (distributions, standard dev, percentiles,histograms, sampling)Project Skills:1. Professional working level of English writing and speaking. 2. Proficient in writing technical reports and delivering formal presentations to stakeholders3. Able to lead technical discussions with domain expertsQualifications and Experience:A Bachelor degree in any science or engineering major with courses in physics, mathematics and numerical programming. A minimum GPA of 3.5/4.0 scaleandA Master of Science degree in data science, analytics, or engineering with a thesis or research projects involving hands-on algorithm development, statistical analysis, and machine learning using Python.This is an office based position, with the expectation to come into the office four days a week.SLB is an equal employment opportunity employer. Qualified applicants are considered without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, or other characteristics protected by law.","['programming', 'pytorch', 'python', 'computer vision', 'pandas', 'cnns', 'problem-solving', 'deep learning', 'mathematics', 'statistical analysis', 'software development', 'machine learning', 'tensorflow']","Bengaluru, Karnataka, India ·   1 month ago1 month ago ·   Over 100 applicants"
73,Rayvector Technologies,Artificial Intelligence Engineer,"Job description :At Rayvector, we are looking for talented AI / ML / Computer vision and Data science developers who can create cutting-edge ML solutions.Our ideal candidate will have 3+ years of experience in Computer vision, strong knowledge of the relevant frameworks, and the analytical skills to solve the problems at hand.Working across many different departments, this role requires a candidate with a proactive attitude and a good team ethic to unify a common vision.Responsibilities :Convert the machine learning models into application program interfaces.Build AI models from scratch and help the different components of the organization (such as product managers and stakeholders) understand what results they gain from the modelBuild data ingestion and data transformation infrastructureAutomate the infrastructure that the data science team usesPerform statistical analysis and tune the results so that the organization can make better-informed decisionsSet up and manage AI development and product infrastructure.Maintain and improve our existing in-house algorithms and models, including continuous evaluation, fine-tuningOptimize algorithm performance across a wide range of development platformsDevelop evaluation scripts to process and accurately measure algorithmic and end-to-end performanceQualifications:Bachelors or Masters degree in Computer Science / Data Science /Mathematics / Applied Mathematics. Minimum of 2-4 years of industry experience.Key Skills:Strong Python and C++ programming experience, familiarity with software development best practices, debugging/profiling.Experience with OpenCV, PIL, and other image-processing libraries.Experience with at least one mainstream deep learning framework such as PyTorch and TensorFlow.Familiarity with data science toolkits such as jupyter lab/notebooks, pandas, bash scripting, and Linux environment.Hands-on experience with different neural network architectures/modules. Experience with CNNs is a plusExcellent problem-solving skills.Good communication skillsIndustrySoftware DevelopmentEmployment Type Full-time","['sql', 'spark', 'collaboration', 'big data technologies', 'scikit-learn', 'aws', 'data analysis', 'gcp', 'mathematics', 'machine learning', 'tensorflow', 'programming', 'statistics', 'python', 'data visualization', 'problem-solving', 'azure', 'pytorch', 'teamwork', 'hadoop', 'pandas', 'big data']","Bengaluru, Karnataka, India ·   Reposted 2 weeks ago 2 weeks ago ·   Over 100 people clicked Apply"
74,Radware,Expert Data Scientist," AI For Cybersecurity Analyse large, complex security datasets to identify patterns and anomalies related to web application attacks.  Explore & develop machine learning & AI models to detect web application attacks in near real-time.  Finetuning & refining algorithm to achieve better performance.  Develop dashboards and visualizations to monitor and report on key metrics.  Working with security operation teams to identify & implement data-driven automations for faster response.  Identify & develop new cyber security initiatives using GenAI.  Research and Innovation Conduct research to identify new methods for detecting and mitigating cyber threats.  Stay current with the latest advancements in machine learning and cybersecurity.  Collaboration and Communication Collaborate with cross-functional teams & different stakeholders to understand requirements & deliver solutions.  Communicate findings and insights effectively to technical and non-technical stakeholders.  Train and mentor junior team members.  Bachelor’s or Master’s degree in Data Science, Computer Science, Statistics, Mathematics, or related field.  PhD is a plus.  5+ years of experience in data science, analytics, or a related field.  Proficiency in programming languages such as Python and SQL.  Experience with data analysis tools & machine learning libraries and frameworks (e.g., Pandas, Scikit-learn, TensorFlow, PyTorch).  Experience with LLM ecosystem & frameworks (eg. OpenAI, Llama3, Langchain) Experience with data visualization tools & libraries.  Experience in cloud platforms such as AWS, Azure, or Google Cloud.  Knowledge of big data technologies (e.g., Google Bigquery, Hadoop, Spark).  Proven track record of developing and deploying scalable data-driven solutions.  Strong analytical skills with the ability to interpret complex data sets.  Knowledge of cloud platforms & technologies (e.g., AWS, Azure, GCP) is a plus.  Experience in the cybersecurity domain is a plus.  Strong analytical and problem-solving skills.  Effective communication, presentation & teamwork abilities.  Ability to work in a fast-paced and dynamic environment. ",[],"Bengaluru, Karnataka, India ·   3 days ago3 days ago ·   Over 100 people clicked Apply"
75,Marvell India ,Machine Learning Engineer Intern,Understanding the dataplane and ML frameworkC & C++ Coding Knowledge and scripting for the dataplane applications and ML compiler applicationsARM Multicore based SOC architectureARM AARCH64 Knowledge and programmingUnit Testing,"['computer vision', 'feature engineering', 'convolutional neural networks', 'aws', 'gcp', 'numpy', 'business analytics', 'classification', 'machine learning', 'tensorflow', 'programming', 'keras', 'python', 'neural networks', 'data integration', 'scala', 'pytorch', 'object detection', 'feature store', 'pandas', 'optimization', 'deep learning', 'onnx', 'java']","Mumbai, Maharashtra, India ·   1 month ago1 month ago ·   Over 100 people clicked Apply"
76,Fynd (Shopsense Retail Technologies Ltd.),Machine Learning | SDE - 1 / SDE - 2 | PixelBin,"As a Machine Learning Engineer, the purpose of this role is to work with our machine learning research team to develop, implement and deploy machine learning and deep learning models. Our core area of work is in the field of computer vision so you will require some familiarity with convolutional neural networks.Please find our research page : https://research.fynd.com/Some of our products: https://www.erase.bg/, https://www.upscale.media/What will you do at Fynd?Work on the deployment of machine learning and deep learning models.Help in accelerating model inference using various compression tools like onnx, Torch script, TensorRT, OpenVINO ....etc. Develop and maintain a data streaming pipeline (both batch and real-time) for data integration and large-scale machine learning.Deliver best practices recommendations and technical presentations around machine learning deployment including real-time modeling.Maintain and further enhance the internal model feature store and optimize the feature engineering script.Full life cycle implementation from requirements analysis, platform selection, technical architecture design, application design and development, testing, and deployment.Responsible for the end-to-end deployment of predictive models including scoping, testing, implementation, maintenance, tracking, and optimization of predictive models.Responsible for complete and accurate documentation of all development around machine learning engineering.Some specific requirements2+ years of experience implementing and deploying machine learning and deep learning frameworks through distributions cluster and application programming in cloud platforms including AWS and GCP.Basic Knowledge of tools/libraries such as TensorFlow, PyTorch, Keras, NumPy, pandas etc.Strong understanding of data structures and algorithms and experience in Python. Some experience with computer vision(classification, segmentation, object detection) pipelinesDeep experience across systems integration, information management, data management and architecture, and business analytics.Language: Python, Java, Scala, Unix bash script, REST API process.","['programming', 'pytorch', 'python', 'computer vision', 'machine learning', 'tensorflow']","Delhi, India ·   1 month ago1 month ago ·   Over 100 people clicked Apply"
77,"Indian Institute of Technology, Delhi",AI/ML Engineer (Computer Vision),"🌟 Exciting Career Opportunity for AI/ML Engineers Interested in Pursuing a PhD! 🌟Are you passionate about Artificial Intelligence, Machine Learning, and Computer Vision? Do you dream of combining industry experience with academic research? We have the perfect opportunity for you!Position: AI/ML Engineer (Computer Vision) Location: New DelhiAbout Us: At Molecular Imaging and Diagnostics team at IIT Delhi, we're building novel microscopy imaging solutions for disease diagnostics, leveraging cutting-edge AI and ML technologies to solve complex challenges. We're seeking a talented AI/ML Engineer with a keen interest in advancing their career through a PhD program.Key Responsibilities:Develop and optimize AI/ML algorithms for computer vision applications.Collaborate with cross-functional teams to integrate advanced AI solutions into our products.Research and experiment with state-of-the-art techniques in machine learning and computer vision.Prepare research papers and contribute to academic conferences.Qualifications:Bachelor's/Master's degree in Computer Science, Engineering, or related field.Strong programming skills in Python, C++, or similar languages.Experience in AI/ML techniques, particularly in computer vision (OpenCV, TensorFlow, PyTorch).Why Join Us? At Molecular Imaging and Diagnostics Lab, you'll have the opportunity to work on groundbreaking projects, collaborate with an interdisciplinary team, and contribute to the future of AI-driven technologies. We offer a supportive environment, competitive compensation, and the chance to pursue a PhD while advancing your career.Apply Today: https://forms.gle/K3XqmSJKvwMyjteY8Don't miss out on this unique opportunity to blend industry experience with academic research. Take the next step in your AI/ML career and make a lasting impact with us!Supported by #ICMR #MDMS#AIEngineer #MLEngineer #ComputerVision #PhDProgram #ArtificialIntelligence #MachineLearning #JoinOurTeam #CareerOpportunity #JobOpening","['pytorch', 'python', 'computer vision', 'collaboration', 'feature engineering', 'data engineering', 'neural networks', 'scikit-learn', 'aws', 'problem-solving', 'natural language processing', 'deep learning', 'data analysis', 'machine learning', 'gcp', 'version control', 'tensorflow', 'azure']","Bengaluru, Karnataka, India ·   1 month ago1 month ago ·   Over 100 applicants"
78,TechHost Services,AI/ML Developer,"Collaborate with cross-functional teams to identify and define machine learning tasksDevelop models and algorithms for natural language processing, computer vision, and predictive analyticsCollect, clean, and preprocess large datasets for model training and evaluationBuild scalable machine learning pipelines and frameworksImplement and optimize machine learning models in production environmentsConduct performance analysis and fine-tune models to improve accuracy and efficiencyStay updated with the latest advancements in AI/ML and integrate new technologies into existing systemsCollaborate with the data engineering team to ensure seamless data flow for model training and deploymentParticipate in code reviews and contribute to the continuous improvement of the AI/ML development processProvide technical guidance and mentorship to junior members of the AI/ML teamBachelor's or Master's degree in Computer Science, Data Science, Machine Learning, or a related fieldProven experience in developing and deploying machine learning models using Python and popular libraries (e.g., TensorFlow, PyTorch, scikit-learn)Solid understanding of machine learning algorithms, neural networks, and deep learning techniquesProficiency in data analysis, feature engineering, and model evaluationExperience with cloud platforms for AI/ML deployment (e.g., AWS, Azure, GCP)Familiarity with version control systems, such as GitStrong problem-solving skills and the ability to work on complex, large-scale problemsExcellent communication and collaboration abilities to work effectively in a team environmentExperience with deploying machine learning models in production environmentsAbility to interpret and present complex technical information to non-technical stakeholders",[],"Pune, Maharashtra, India ·   1 month ago1 month ago ·   Over 100 applicants"
79,hushh.ai,Generative AI Engineer,"Job Title: Generative AI Engineer (aka Hushh Developer - Personalized AI Experiences)Company: Hushh Intelligence Inc.Location: Pune, Maharashtra w/ Global (Remote/Hybrid/On-site Flexibility)Job Type: Internship and Full-Time roles availableAbout Hushh:Hushh Intelligence Inc. is at the forefront of blending advanced AI solutions with the luxury lifestyle experience. Our platform is dedicated to empowering luxury retailers, hotels, airlines, restaurants, and various entertainment venues, including clubs and music events, with innovative AI-driven tools. We focus on enhancing user experience through personalized and ethical data management.We are targeting this role to be filled by developers and engineers working at brands today who are being asked to offer Generative AI products to their customer base so someone who loves GenAI and has caught up with hands on knowledge of the genai ecosystem and developer and non-developerYour Role:As a Hushh Developer, you will be instrumental in creating AI-powered applications that cater to a wide range of luxury consumer-facing brands. This role is for those who are enthusiastic about delivering personalized GenAI experiences, blending technology with luxury and leisure, and ensuring user-data compliance.Key Responsibilities:Develop AI-powered, personalized applications for diverse luxury sectors, including retail, hospitality, entertainment, and more.Collaborate with industry leaders in luxury sectors to understand their unique AI needs and deliver bespoke solutions.Ensure compliance with user-data regulations across different regions and sectors.Create seamless user experiences that enhance brand engagement and customer satisfaction.Leverage ethical and consented user data to drive innovation and personalization.Qualifications:Strong background in AI and ML application development, with a focus on consumer-facing industries.Keen understanding of the nuances and compliance requirements in luxury sectors.Demonstrated experience in developing user-centric, personalized applications.Bachelor’s or Master’s degree in Computer Science, AI, ML, or a related field.Why Join Hushh?Be a part of a pioneering team revolutionizing the luxury consumer experience with AI.Work on diverse and challenging projects across various luxury sectors.Contribute to ethical and innovative data management practices.Enjoy the opportunity to work with leading global luxury brands and make a tangible impact.Application Process:To apply, please email your resume and a cover letter to talent@hushh.ai. Highlight your experience in AI development, particularly in luxury consumer sectors, and share examples of your work or projects.Hushh as an Employer:Hushh celebrates a diverse and inclusive culture, providing a supportive environment for professional growth. Join us to be a part of a team committed to elevating the standard of customer service in the luxury market.",[],"Andhra Pradesh, India ·   1 week ago1 week ago ·   Over 100 people clicked Apply"
80,Virtusa,Data Scientist,,"['sql', 'presentation skills', 'statistics', 'spark', 'python', 'curiosity', 'aws', 'problem-solving', 'data pipelines', 'critical thinking', 'optimization', 'mathematics', 'machine learning', 'software development', 'version control']","Bengaluru, Karnataka, India ·   3 days ago3 days ago ·   Over 100 people clicked Apply"
81,Careernet,Data Scientist,"Company: A Large Global OrganizationKey Skills: Machine Learning, SQL, Python, Model Development, Deployment, CloudRoles and Responsibilities: Utilize advanced statistical and machine learning techniques to develop models that address business challenges and opportunities.Collaborate with cross-functional teams to gather requirements, understand business objectives, and translate them into technical solutions.Implement data-driven solutions from model development to deployment in production environments.Work with large datasets using SQL for data extraction, manipulation, and analysis.Develop and maintain scalable data pipelines and workflows, leveraging tools like Spark for efficient data processing.Ensure the accuracy, reliability, and scalability of machine learning models through rigorous testing and validation.Communicate findings and insights to technical and non-technical stakeholders through clear and compelling presentations and reports.Stay updated with the latest advancements in data science, machine learning, and cloud technologies to propose innovative solutions.Adhere to best practices in software development, including documentation, code optimization, and maintaining clean and reusable code.Collaborate effectively with team members, participate in code reviews, and contribute to a culture of continuous improvement and knowledge sharing.Skills Required:1 years of code development or research experience in a business setting.Proficiency with Python and Spark, particularly in Machine Learning contexts.Strong understanding and application of machine learning fundamentals.Excellent statistical and analytical skills.Solid software engineering fundamentals with strong debugging capabilities.Experience with collaborative code development practices, including version control, unit/integration testing, code review, and sharing.Familiarity with working in a cloud-based environment, preferably AWS.Excellent communication and presentation skills in English.Strong critical thinking and problem-solving abilities.High level of curiosity, skepticism, and attention to detail.Education: Bachelor's degree or advanced degree (preferred) in a quantitative research field, such as Computer Science, Data Science, Statistics, Mathematics, Biological/Physical Sciences, etc.","['programming', 'pytorch', 'python', 'transformers', 'optimization', 'deep learning', 'git', 'machine learning', 'software development', 'onnx']","Bengaluru, Karnataka, India ·   Reposted 5 days ago 5 days ago ·   Over 100 applicants"
82,Texas Instruments,Deep Learning Expert - Embedded,"TI is considered to be one of the technology leaders in DSPs and purpose designed accelerator for high performance, low power embedded systems. These technologies part of our processors product portfolio fuels innovative and differentiated solutions in area of Machine learning and AI. TI Processors has a strong and robust software development team who focuses on solving some of the most challenging technical problems in automotive and industrial systems. TI EdgeAI technology offers a practical embedded inference solution for next-generation vehicles, smart cameras, edge AI boxes, and autonomous machines and robots. If your passion lies in creating optimized embedded systems with software innovations in cutting edge AI technology then, TI is the right place for you!As a Software Tech Lead – You will find yourself in middle of solving challenging problems in embedded systems. You will be working with small size, high impactful team who is responsible to deliver deep learning solutions on TI processors. Your work will involve design and development of deep learning inference software targeted towards ADAS and automated driving systems, robotics and industrial analytics. Your role demands you to work across the lifecycle of a software products from requirement gathering, planning, design, coding and testingBasic qualifications:Master’s degree (or equivalent experience) or PhD in Computer Science, Electronics, Electrical Engineering, Artificial Intelligence, or Applied Math8-15 years of industry experience in embedded system and software in domain of machine learningSkills needed:Great programmer: Programming skills in C/C++ and python, Modular and Object Oriented programming skills, familiarity with build systems – make, cmake, familiarity with LinuxIn-depth knowledge of embedded systems – VLIW and SIMD processor architecture, DMA, cache, memory architecture, inter process communicationWorking experience in machine learning technologies such as CNN, transformers, quantization algorithms and approaches for camera-based applications on embedded systemsWorking experience with DSPs (preferably TI DSPs) and hardware development boards/EVM for image/vision-based processing algorithmsGood knowledge on machine learning frameworks (PyTorch), inference solution and exchange formats (ONNX, ONNX RunTime, protobufs)Basic knowledge of RTOS and Linux with exposure to debugging of embedded systems - familiarity with heterogeneous core architecture is added advantageWell verse with software development life cycle and efficient use of associated tools – Git, JIRA, bitbucket, Jenkins, containers (Dockers), CI/CDStrong Communication, documentation and writing skillsSince Artificial intelligence and machine learning is very vast field and it requires varying expertise in different domains such as data scientist, cloud infrastructure an dev ops, model design and training, model deployment on embedded device or cloud and many more. Each of them itself is an area to build career and expertise. However, this role is more focused on deployment of models on embedded devices.Expertise on optimizing NN layers/ operators for embedded devices such as DSP or NN acceleratorsGood insight about critical instruction set to optimize ML model inferenceExpertise on data flow and memory management for optimal execution of ML model on an embedded SOC with DSP/accelerator and connectivity to on chip memory and external memory.Experience with utilizing on chip memory best and minimize access to external memoryWorking experience with DMA, good knowledge on processer architecture such as cache, DMA, memory banking structure etcExpertise in scheduling ML model across multiple cores and understanding data dependency challenges to achieve itGood knowledge on quantization of ML models for fixed point inference and associated challengesGood programming skills with C/C++ and PythonPrimary responsibilities:Design and Development of deep learning inference software on TI DSPs and accelerators. Analyze performance, identify optimization areas and optimize the software to entitle the hardware capabilities. Integration of this optimized inference solution with opensource run time frameworks such as ONNX Runtime /TFLite RuntimeDelivering software that scales across multiple SOCs: different OS, single to multi core architectures, different memory architectureAnalyzes and writes test and procedures for the software developedManage software deliverables from end user point of view – ease of use, well documented code, design documents. Participate in customer discussion and understand their requirements and implement it in softwareDevelop application specific software demos and examples related to end equipment which enables to benchmark TI processor capability and help customer to get started on their product developmentWork with hardware architecture and design teams to feed improvement areas for next generation DSPs and accelerator for machine learning applications. Also work on pre-silicon software development environments such as simulators, Zebu","['regression', 'programming', 'deep learning', 'data analysis', 'machine learning']","Hyderabad, Telangana, India ·   5 days ago5 days ago ·   Over 100 people clicked Apply"
83,Medtronic,AI/Data Science Eng I,"In new product design roles: develops and programs integrated software algorithms to structure, analyze and leverage data in product and systems applications in both structured and unstructured environments.Develops and communicates descriptive, diagnostic, predictive and prescriptive insights/algorithms.In product/systems improvement projects: uses machine language and statistical modeling techniques such as decision trees, logistic regression, Bayesian analysis and others to develop and evaluate algorithms to improve product/system performance, quality, data management and accuracy.In both theoretical development environments and specific product design, implementation and improvement environments, uses current programming language and technologies to translate algorithms and technical specifications into code.Completes programming and implements efficiencies, performs testing and debugging.Completes documentation and procedures for installation and maintenance.Applies deep learning technologies to give computers the capability to visualize, learn and respond to complex situations.Adapts machine learning to areas such as virtual reality, augmented reality, artificial intelligence, robotics and other products that allow users to have an interactive experience.Can work with large scale computing frameworks, data analysis systems and modeling environments.214.2(h)( 4)(iii)(A), 0 years of experience required.",[],"Bengaluru, Karnataka, India ·   Reposted 4 days ago 4 days ago ·   Over 100 people clicked Apply"
84,Accenture in India,Machine Learning-AI / ML Engineer,,[],"Bengaluru, Karnataka, India ·   5 days ago5 days ago ·   Over 100 people clicked Apply"
85,Jio,Machine Learning Engineer (2 to 4 Years),,['communication skills'],"Chennai, Tamil Nadu, India ·   Reposted 1 week ago 1 week ago ·   Over 100 people clicked Apply"
86,Amazon,"ML Data Associate I, FireTV"," Ensure strict confidentiality and adhere to all policies for securing information, prioritizing customer privacy, Deliver high-quality labelled data, using guidelines provided to meet our KPIs, and using in-house tools and software Creative thinking and excellent written communication skills Report issues with tools and software as and when they occur. Show Ownership and initiative when providing feedback for improvements to existing tooling that can scale the quality of the data we process - we believe every ground-breaking change starts with a small idea! Bachelor’s degree in a relevant field or equivalent. Proficiency in English grammar and spelling (verbal) High and demonstrated proficiency in English written communication. Eye for detail and ability to pivot from one category of requirement to another instantaneously. To be flexible in work timing and be ready at hand to meet delivery targets. Previous ML operations knowledge is preferred","['programming', 'pytorch', 'python', 'gpt', 'nlp', 'optimization', 'deep learning', 'data analysis', 'machine learning', 'tensorflow', 'gans']","Noida, Uttar Pradesh, India ·   3 weeks ago3 weeks ago ·   Over 100 applicants"
87,Confidential,Artificial Intelligence Engineer,"Job Summary:Purpose –We are seeking a skilled Generative AI Engineer to join our team and lead the development of innovative AI solutions for our connectivity and payment products.Your expertise in generative models, deep learning, and data analysis will be critical in creating intelligent and transformative AI applications for our embedded development.You will work closely with cross-functional teams to conceptualize, design, test, and deploy AI projects that drive innovation and provide value in the rapidly evolving field of connectivity and payments.Key Missions –Design and develop algorithms for generative models using deep learning techniques.Design and develop solutions that use generative AI, built on Machine Learning (ML) and Large Language Models (LLM), tailored to business need.Fine-tune generative AI models using the most efficient algorithms, focusing on delivering optimal outcomes.Collaborate with cross-functional teams to integrate generative AI solutions into existing workflow systems.Troubleshoot and resolve issues related to generative AI models and implementations.Key technical skillsBachelor or Master’s degree in computer science, Data Science, Machine Learning, or a related field with a strong focus on Artificial Intelligence Preferably acquiring Generative AI Professional Certification, Deep Gen AI Certification or equivalent.Experience in designing and implementing Generative AI models.Highly qualified in programming AI related languages like Python and other AI frameworks.Highly understands deep learning architecture, machine learning, NLP and generative models.Proficiency in Python, experience in deep learning platform such as TensorFlow and PyTorch for developing AI models.Experience in generative AI techniques such as GANs and VAEs.Ability to design and implement scalable and efficient AI systems.Exposure to different GPT modelsStrong understanding of neural network architectures and optimization techniques.Experience in deploying AI models into production environments.Research and stay up to date on the latest advancements in generative AI technologies and methodologies.Educational -B.Tech or Master degree from Top ranked institute.Good academic marks.5+ Years of experience in AI.","['sql', 'python', 'clustering', 'communication skills', 'problem-solving', 'data analysis', 'machine learning']",India ·   2 weeks ago2 weeks ago ·   Over 100 applicants
88,Prolifics,Data Scientist,"Prolifics is a dynamic and innovative company focused on leveraging data to drive strategic decision-making and business success. We are seeking a highly skilled Data Scientist with a strong background in Advanced SQL, Data Preparation, Python, Machine Learning, Prediction Modelling, and Clustering to join our team.Job DetailsJob Title - Data ScientistJob Location - RemoteShift Timings - Shift Starts from 6pm IST to 3pm IST Required skills7+ Proven experience in Advanced SQL for data extraction and manipulation.Strong experience in data preparation and cleaning from a data science perspective.Proficiency in Python for data analysis, modelling, and visualization.Extensive knowledge of machine learning algorithms and techniques.Demonstrated experience in Predictive modeling and forecasting.Expertise in clustering techniques and analysis.Excellent problem-solving skills and attention to detail.Strong communication skills, with the ability to convey complex concepts to various audiences.Thanks,Sharan","['pytorch', 'python', 'collaboration', 'teamwork', 'etl', 'transformers', 'communication skills', 'data pipelines', 'problem-solving', 'optimization', 'machine learning']","Bengaluru, Karnataka, India ·   3 days ago3 days ago ·   Over 100 people clicked Apply"
89,Consilio LLC,Machine Learning Engineer," GPU Infrastructure Management: Design, set up, and maintain robust local GPU-based infrastructure operations.  Pipeline Development: Develop and manage end-to-end pipelines for building, training, evaluating, and deploying LLMs.  Inference Management: Implement and manage inference workloads, ensuring scalability and reliability in production environments.  Collaborative Development: Work closely with data scientists and software engineers to integrate machine learning models into production systems, ensuring seamless operation and high performance.  Benchmarking and Optimization: Develop benchmarks to evaluate model performance and optimize algorithms for efficiency and accuracy in legal-specific tasks.  Research and Prototyping: Rapidly prototype new ideas and solutions, staying at the forefront of emerging technologies and methodologies.  Continuous Learning: Engage in continuous learning and demonstrate relevant projects through GitHub or similar platforms, showcasing your ability to learn and deliver innovative solutions.  Technical Proficiency: Experience with GPU-based infrastructure and parallel computing.  Very proficient in Python and core LLM libraries (e.g. PyTorch, Transformers, vLLM, WeightsAndBiases).  Strong background in building and deploying machine learning models.  Experience with ML infrastructure management, either via cloud providers or local infrastructure.  Solid understanding of data pipelines, ETL processes, and model lifecycle management.  Collaboration and Communication: Excellent verbal and written communication skills.  Ability to work effectively in a multidisciplinary team environment, bridging the gap between data science and engineering.  Problem-Solving and Innovation: Strong problem-solving skills with a creative and innovative mindset.  Ability to prototype and experiment with new technologies and approaches.  Learning and Adaptability:Demonstrated ability to quickly learn new technologies and adapt to changing requirements. Experience with air-gapped environments: Familiarity with working with highly sensitive data in high-security environments.  Multi-modal Experience: Familiarity with multi-modal data and multi-model models.  Graph databases: Familiarity with native graph databases (e.g. Neo4J) and integration with AI products.  Custom GPU kernel development: Experience with developing custom GPU kernels for high-performance accelerated computing.  Innovative Environment: Work at the cutting edge of AI and legal tech, where your contributions will directly impact the development of advanced solutions for the legal industry.  Local GPUs: Manage a growing cluster of state-of-the-art GPU machines and work with our data science team to push them to the limits of performance.  Collaborative Culture: Join a team of passionate engineers with a start-up mindset, dedicated to pushing the boundaries of technology.  Career Growth: Opportunities for professional development and career advancement in a cutting-edge field.  Excellence We strive to make every client our advocate  Passion We DO because we CARE  Collaboration We win together through teamwork and communication  Agility We flex, adapt and embrace change  People We value, respect and invest in our teammates  Vision We create clarity of purpose and a clear path forward ",[],"Bengaluru, Karnataka, India ·   1 month ago1 month ago ·   58 people clicked Apply"
90,iOSYS Software,AI/ML Engineers,,"['regression', 'pytorch', 'statistics', 'python', 'clustering', 'transformers', 'r', 'problem-solving', 'kubernetes', 'nlp', 'docker', 'data analysis', 'a/b testing', 'optimization', 'git', 'gans', 'tensorflow', 'azure']","Chennai, Tamil Nadu, India ·   1 month ago1 month ago ·   Over 100 applicants"
